,loss,accuracy,val_loss,val_accuracy
0,2.875978469848633,0.6722826361656189,0.681934654712677,0.8619565367698669
1,0.9150276780128479,0.7961956262588501,0.5342628955841064,0.8619565367698669
2,0.6938123106956482,0.8404891490936279,0.5060281753540039,0.8619565367698669
3,0.5974657535552979,0.853532612323761,0.46719983220100403,0.8619565367698669
4,0.5707303285598755,0.854347825050354,0.44947806000709534,0.8619565367698669
5,0.525364100933075,0.85597825050354,0.44365376234054565,0.8619565367698669
6,0.49878424406051636,0.855434775352478,0.41845640540122986,0.8619565367698669
7,0.4764559864997864,0.8576086759567261,0.4175507724285126,0.8619565367698669
8,0.4573550820350647,0.8616847991943359,0.4238394796848297,0.8619565367698669
9,0.44552308320999146,0.8586956262588501,0.39674440026283264,0.866304337978363
10,0.452984094619751,0.8600543737411499,0.3749023377895355,0.8673912882804871
11,0.4156576693058014,0.865217387676239,0.3659856617450714,0.8804348111152649
12,0.420689195394516,0.8603261113166809,0.39941486716270447,0.866304337978363
13,0.4155300259590149,0.867119550704956,0.35825854539871216,0.886956512928009
14,0.39045339822769165,0.866847813129425,0.33303242921829224,0.8782608509063721
15,0.3866032361984253,0.8673912882804871,0.3317369222640991,0.894565224647522
16,0.37035876512527466,0.8709239363670349,0.30980271100997925,0.883695662021637
17,0.36278772354125977,0.8722826242446899,0.29576602578163147,0.893478274345398
18,0.35350659489631653,0.8703804612159729,0.2979053258895874,0.89673912525177
19,0.3448251187801361,0.8782608509063721,0.2839421033859253,0.8999999761581421
20,0.3465312719345093,0.875815212726593,0.2921857535839081,0.8989130258560181
21,0.33143606781959534,0.8807065486907959,0.3190959393978119,0.8913043737411499
22,0.3213392198085785,0.8826087117195129,0.26923102140426636,0.8999999761581421
23,0.32254236936569214,0.883695662021637,0.26320114731788635,0.8913043737411499
24,0.3223085105419159,0.88451087474823,0.2705822288990021,0.893478274345398
25,0.3038283586502075,0.884239137172699,0.2583402991294861,0.9097825884819031
26,0.30286112427711487,0.887499988079071,0.24759596586227417,0.915217399597168
27,0.28286540508270264,0.8899456262588501,0.2386617809534073,0.907608687877655
28,0.2845361530780792,0.893478274345398,0.2432994246482849,0.925000011920929
29,0.2745272219181061,0.898097813129425,0.24274826049804688,0.925000011920929
30,0.271967351436615,0.896195650100708,0.25835758447647095,0.89673912525177
31,0.2772705852985382,0.8923913240432739,0.2333066165447235,0.917391300201416
32,0.25940823554992676,0.898097813129425,0.21114481985569,0.9228261113166809
33,0.2640626132488251,0.9024456739425659,0.22485356032848358,0.9195652008056641
34,0.2529137134552002,0.90625,0.21711930632591248,0.9217391014099121
35,0.24745358526706696,0.9119565486907959,0.19725187122821808,0.927173912525177
36,0.24047686159610748,0.907880425453186,0.20390021800994873,0.929347813129425
37,0.24883098900318146,0.908152163028717,0.21432919800281525,0.9206521511077881
38,0.24488654732704163,0.908695638179779,0.19099269807338715,0.9336956739425659
39,0.23411914706230164,0.916032612323761,0.2125471979379654,0.91847825050354
40,0.22137382626533508,0.9138587117195129,0.1841164231300354,0.9423912763595581
41,0.22760243713855743,0.914673924446106,0.18725880980491638,0.939130425453186
42,0.21207545697689056,0.9203804135322571,0.17985287308692932,0.9413043260574341
43,0.21560418605804443,0.918749988079071,0.17812293767929077,0.9304347634315491
44,0.20855365693569183,0.9230978488922119,0.1738719493150711,0.9434782862663269
45,0.20877352356910706,0.917663037776947,0.169544517993927,0.9434782862663269
46,0.2022494375705719,0.9230978488922119,0.16360802948474884,0.9347826242446899
47,0.1964554637670517,0.9236413240432739,0.15749101340770721,0.947826087474823
48,0.18622857332229614,0.928532600402832,0.15902216732501984,0.9434782862663269
49,0.190872460603714,0.9307065010070801,0.16193388402462006,0.9434782862663269
50,0.19435518980026245,0.926086962223053,0.18338146805763245,0.9326087236404419
51,0.18950629234313965,0.9342391490936279,0.17347627878189087,0.936956524848938
52,0.1874019056558609,0.936141312122345,0.1442996859550476,0.946739137172699
53,0.17259036004543304,0.9336956739425659,0.15598955750465393,0.947826087474823
54,0.1678996980190277,0.9421195387840271,0.14173777401447296,0.9510869383811951
55,0.15386050939559937,0.9442934989929199,0.14101000130176544,0.948913037776947
56,0.16704148054122925,0.939673900604248,0.14656981825828552,0.947826087474823
57,0.1577165573835373,0.9402173757553101,0.14209933578968048,0.948913037776947
58,0.16483919322490692,0.936956524848938,0.1403169184923172,0.9543478488922119
59,0.15473371744155884,0.9410325884819031,0.14955323934555054,0.946739137172699
60,0.16105914115905762,0.9407608509063721,0.15509361028671265,0.9402173757553101
61,0.13963577151298523,0.950271725654602,0.13687914609909058,0.9510869383811951
62,0.14460088312625885,0.945652186870575,0.1301005780696869,0.948913037776947
63,0.14500467479228973,0.945380449295044,0.13767386972904205,0.9554347991943359
64,0.14577044546604156,0.9508152008056641,0.12743958830833435,0.9619565010070801
65,0.13632528483867645,0.9521738886833191,0.12728175520896912,0.9543478488922119
66,0.12847250699996948,0.9538043737411499,0.1254495233297348,0.9510869383811951
67,0.13091792166233063,0.950271725654602,0.1322024017572403,0.95652174949646
68,0.13835619390010834,0.9521738886833191,0.12541158497333527,0.960869550704956
69,0.11260148882865906,0.957608699798584,0.1203053742647171,0.958695650100708
70,0.12769806385040283,0.9548913240432739,0.12435183674097061,0.957608699798584
71,0.12513084709644318,0.9546195864677429,0.11971630901098251,0.957608699798584
72,0.12142935395240784,0.958967387676239,0.1296188235282898,0.948913037776947
73,0.12316418439149857,0.9551630616188049,0.11767548322677612,0.9554347991943359
74,0.11559146642684937,0.960326075553894,0.11008176952600479,0.95652174949646
75,0.11267032474279404,0.960326075553894,0.12075703591108322,0.9619565010070801
76,0.112239770591259,0.958967387676239,0.11369399726390839,0.9641304612159729
77,0.11121726781129837,0.9627717137336731,0.12186213582754135,0.95652174949646
78,0.11101460456848145,0.959510862827301,0.10643447935581207,0.9630434513092041
79,0.10199552774429321,0.9646739363670349,0.10286153852939606,0.966304361820221
80,0.09875395894050598,0.9638587236404419,0.11101784557104111,0.9630434513092041
